sample_id,prediction
99/5,0.23188725113868713
99/6,0.11563805490732193
99/7,0.3268358111381531
100/0,0.05006207153201103
100/4,0.9442534446716309
100/6,0.10740842670202255
100/7,0.03422088176012039
100/9,0.18373866379261017
101/3,0.21733181178569794
101/4,0.07961909472942352
101/5,0.07838855683803558
101/6,0.25457507371902466
101/8,0.7706162929534912
102/0,0.9081120491027832
102/1,0.428440660238266
102/5,0.09830936044454575
102/6,0.9811466336250305
102/7,0.8752765655517578
103/4,0.054779570549726486
103/6,0.01670398749411106
103/7,0.0935274139046669
103/8,0.04281390458345413
103/9,0.14854854345321655
104/1,0.09053011983633041
104/2,0.03479120880365372
104/4,0.4864637851715088
104/6,0.1269586980342865
104/9,0.06634940207004547
105/0,0.08939383924007416
105/2,0.7956656217575073
105/3,0.7293449640274048
105/5,0.15281103551387787
105/9,0.9933913350105286
106/0,0.7349558472633362
106/1,0.07669737935066223
106/5,0.04436398297548294
106/8,0.12984448671340942
106/9,0.9697116017341614
107/0,0.9938936233520508
107/1,0.11375166475772858
107/3,0.9134952425956726
107/7,0.08794150501489639
107/8,0.9871875047683716
108/1,0.012858386151492596
108/2,0.7899274230003357
108/7,0.08927740156650543
108/8,0.06321726739406586
108/9,0.935694694519043
109/0,0.935694694519043
109/2,0.15069253742694855
109/3,0.12538854777812958
109/4,0.22141368687152863
109/9,0.3279811143875122
110/2,0.27154064178466797
110/5,0.9491642713546753
110/6,0.9959487915039062
110/7,0.8323333859443665
110/8,0.7078223824501038
111/0,0.03527966886758804
111/3,0.9833809733390808
111/4,0.19184568524360657
111/5,0.4100322723388672
111/8,0.0872720330953598
112/0,0.1253730058670044
112/1,0.019446728751063347
112/2,0.1511499583721161
112/3,0.938673198223114
112/4,0.8821663856506348
112/5,0.9941608309745789
112/6,0.9550849795341492
112/7,0.6897401809692383
112/8,0.9175813794136047
113/0,0.8071192502975464
113/1,0.029097136110067368
113/2,0.9124460220336914
113/4,0.08399232476949692
113/5,0.82270747423172
113/6,0.9360617399215698
113/7,0.8643115162849426
113/8,0.9983669519424438
113/9,0.06838487833738327
114/0,0.7080436944961548
114/1,0.7853308320045471
114/2,0.9139251708984375
114/3,0.9671875834465027
114/9,0.9831412434577942
115/0,0.8306490182876587
115/1,0.8223026990890503
115/2,0.4640854299068451
115/3,0.07304827123880386
115/5,0.15021347999572754
116/0,0.1642313301563263
116/3,0.9739248156547546
116/4,0.9211941957473755
116/5,0.09419868886470795
116/6,0.9751490354537964
117/3,0.05980216711759567
117/4,0.021782847121357918
117/5,0.9966822862625122
117/6,0.9988769292831421
117/8,0.9740363359451294
118/0,0.99640291929245
118/1,0.9934952855110168
118/2,0.9996045827865601
118/4,0.9717023968696594
118/5,0.8964654207229614
118/6,0.9910140037536621
118/7,0.06008889526128769
118/8,0.05570114776492119
118/9,0.01172630675137043
119/0,0.05376620218157768
119/4,0.08337973803281784
119/5,0.1596737653017044
119/6,0.8454580307006836
119/7,0.949443519115448
120/0,0.16829368472099304
120/1,0.1637655645608902
120/5,0.2960439920425415
120/7,0.983115017414093
120/9,0.2337147295475006
121/0,0.6973176002502441
121/1,0.01882164552807808
121/2,0.13879260420799255
121/7,0.21723349392414093
121/9,0.4795997142791748
122/1,0.5324346423149109
122/2,0.9983604550361633
122/3,0.11405573785305023
122/4,0.7374600768089294
122/5,0.11739406734704971
122/6,0.4998049736022949
122/7,0.03468310460448265
122/8,0.9973968267440796
122/9,0.949105441570282
123/0,0.2791064977645874
123/2,0.03668075054883957
123/3,0.030416592955589294
123/5,0.2382597029209137
123/8,0.18196697533130646
124/0,0.393388956785202
124/3,0.1980627030134201
124/5,0.06690359115600586
124/6,0.1697971671819687
124/8,0.047839872539043427
125/0,0.8784875869750977
125/5,0.9295914769172668
125/7,0.9386377334594727
125/8,0.9595452547073364
125/9,0.08085205405950546
126/0,0.184190571308136
126/2,0.7003294825553894
126/3,0.6615368723869324
126/7,0.1340249627828598
126/8,0.37625616788864136
127/1,0.03578994423151016
127/2,0.07006098330020905
127/4,0.03089732490479946
127/5,0.9911482930183411
127/7,0.7481265068054199
128/1,0.12487350404262543
128/6,0.11974482238292694
128/7,0.33527225255966187
128/8,0.1778831034898758
128/9,0.985125720500946
129/0,0.5668759346008301
129/1,0.9847389459609985
129/3,0.042388323694467545
129/7,0.9654695391654968
129/8,0.9346305131912231
130/0,0.993181049823761
130/1,0.9765741229057312
130/3,0.041929058730602264
130/4,0.05823878198862076
130/5,0.18541666865348816
130/6,0.946138858795166
130/7,0.8588632345199585
130/8,0.8861234784126282
130/9,0.9528220295906067
131/0,0.08988726139068604
131/1,0.8199213147163391
131/2,0.17179282009601593
131/3,0.1146857962012291
131/6,0.01919858530163765
132/5,0.7354328036308289
132/6,0.9478248357772827
132/7,0.019178252667188644
132/8,0.06230773776769638
132/9,0.023220021277666092
133/0,0.3018905818462372
133/2,0.06327778100967407
133/4,0.5683282613754272
133/5,0.09811875969171524
133/8,0.13226082921028137
134/0,0.12192076444625854
134/1,0.8168696165084839
134/2,0.9986516237258911
134/7,0.050081200897693634
134/8,0.02612997591495514
135/0,0.06108268350362778
135/2,0.18619340658187866
135/3,0.8261518478393555
135/4,0.6657159328460693
135/9,0.003843980375677347
136/1,0.10763980448246002
136/3,0.0861535593867302
136/5,0.05950155854225159
136/6,0.17153599858283997
136/9,0.0700642541050911
137/0,0.07365678250789642
137/2,0.09643301367759705
137/5,0.14347858726978302
137/8,0.050273727625608444
137/9,0.08695603162050247
138/3,0.07325582206249237
138/5,0.065090611577034
138/7,0.06662823259830475
138/8,0.25013384222984314
138/9,0.06471782177686691
139/0,0.12889549136161804
139/2,0.05377240851521492
139/5,0.09397339820861816
139/6,0.061956025660037994
139/8,0.08717603981494904
140/0,0.053484849631786346
140/2,0.08203787356615067
140/3,0.04612103849649429
140/4,0.06345916539430618
140/5,0.18041446805000305
141/0,0.06848593056201935
141/1,0.05252990126609802
141/6,0.11263193190097809
141/8,0.06204385682940483
141/9,0.5969206094741821
142/3,0.09591801464557648
142/4,0.1175975576043129
142/5,0.14224696159362793
142/7,0.07513350248336792
142/8,0.11560721695423126
143/4,0.08155030757188797
143/5,0.5968921780586243
143/6,0.0788869708776474
143/7,0.08681875467300415
143/8,0.10042562335729599
144/3,0.1267062872648239
144/4,0.10411808639764786
144/5,0.12428196519613266
144/8,0.0713471919298172
144/9,0.06726924329996109
145/0,0.048048362135887146
145/2,0.05465374514460564
145/3,0.06894345581531525
145/4,0.12526509165763855
145/5,0.08692644536495209
146/1,0.1480548232793808
146/2,0.1356886923313141
146/3,0.17392952740192413
146/6,0.19981025159358978
146/7,0.09556686133146286
147/1,0.10840851068496704
147/4,0.10784952342510223
147/7,0.06810984015464783
147/8,0.041715674102306366
147/9,0.053987763822078705
148/1,0.0874507799744606
148/3,0.10336469113826752
148/4,0.09132546186447144
148/7,0.0791708379983902
148/9,0.11464414745569229
149/2,0.184453085064888
149/5,0.09059619903564453
149/6,0.07811624556779861
149/7,0.10142888128757477
149/9,0.34347712993621826
150/1,0.09751816093921661
150/4,0.1176551952958107
150/6,0.1742173731327057
150/7,0.052590541541576385
150/9,0.10100036859512329
151/0,0.9768926501274109
151/1,0.04317428171634674
151/7,0.008439215831458569
151/8,0.027760246768593788
151/9,0.11082707345485687
152/1,0.6954327821731567
152/2,0.04236791282892227
152/4,0.06212858110666275
152/5,0.0802958682179451
152/8,0.17874284088611603
153/0,0.09034210443496704
153/2,0.8485931158065796
153/4,0.03925735503435135
153/7,0.0661623626947403
153/8,0.03258058428764343
154/2,0.9013190269470215
154/5,0.15338514745235443
154/7,0.053040653467178345
154/8,0.146778404712677
154/9,0.02516339346766472
155/1,0.023556223139166832
155/2,0.030399417504668236
155/3,0.024717438966035843
155/6,0.020666886121034622
155/8,0.263156920671463
156/0,0.05199893191456795
156/1,0.9711076021194458
156/4,0.09616348892450333
156/6,0.03131710737943649
156/7,0.14934822916984558
157/0,0.5273477435112
157/6,0.0652354434132576
157/7,0.6180136203765869
157/8,0.06959664821624756
157/9,0.1081324964761734
158/2,0.04722537845373154
158/3,0.988190770149231
158/5,0.06398643553256989
158/8,0.9153720736503601
158/9,0.06508371978998184
159/0,0.9611943960189819
159/3,0.9719899892807007
159/4,0.08401291072368622
159/5,0.05768942832946777
159/6,0.04998372495174408
160/2,0.0944397822022438
160/4,0.01389081310480833
160/5,0.1003730446100235
160/7,0.9864934086799622
160/8,0.01609271764755249
161/1,0.041808366775512695
161/2,0.8595393896102905
161/3,0.08945517987012863
161/4,0.08975780010223389
161/9,0.0762827917933464
162/3,0.048535920679569244
162/4,0.19513645768165588
162/5,0.01827886328101158
162/6,0.9597760438919067
162/8,0.04656458646059036
163/0,0.0450911745429039
163/1,0.07151152938604355
163/2,0.04227100685238838
163/8,0.1743588149547577
163/9,0.06331779062747955
164/1,0.1776840090751648
164/2,0.08242536336183548
164/4,0.0681370198726654
164/5,0.05362573266029358
164/9,0.052901484072208405
165/1,0.9911379814147949
165/2,0.5938214659690857
165/5,0.04120109602808952
165/6,0.020878545939922333
165/7,0.12181663513183594
166/0,0.22913280129432678
166/4,0.013998938724398613
166/6,0.021533075720071793
166/8,0.05357012152671814
166/9,0.13234803080558777
167/1,0.12741783261299133
167/5,0.1491416096687317
167/6,0.06767389923334122
167/7,0.9796139597892761
167/8,0.043590251356363297
168/0,0.4179893136024475
168/2,0.14621473848819733
168/5,0.08856673538684845
168/8,0.8796528577804565
168/9,0.9647939801216125
169/0,0.07059668004512787
169/5,0.8465849757194519
169/6,0.0534728579223156
169/8,0.04392366483807564
169/9,0.1718948632478714
170/1,0.022812090814113617
170/2,0.03268550708889961
170/6,0.7432085871696472
170/7,0.14040899276733398
170/9,0.14286336302757263
171/0,0.10205627977848053
171/2,0.09829343855381012
171/3,0.8216968774795532
171/8,0.9146787524223328
171/9,0.4117562770843506
172/0,0.99720698595047
172/2,0.7845566868782043
172/4,0.26008960604667664
172/8,0.05695061758160591
172/9,0.010441132821142673
173/0,0.09802097827196121
173/3,0.046147264540195465
173/4,0.05721838027238846
173/5,0.9743369221687317
173/7,0.2923637330532074
174/2,0.17859330773353577
174/5,0.06363435089588165
174/6,0.9876697659492493
174/8,0.03819764778017998
174/9,0.07992751896381378
175/1,0.09417884796857834
175/3,0.10356956720352173
175/5,0.0922980085015297
175/8,0.9176844358444214
175/9,0.04250284284353256
