sample_id,prediction
59/8,0.05605945736169815
59/9,0.1329244077205658
60/4,0.1834641396999359
60/5,0.014992371201515198
60/7,0.550226092338562
60/8,0.16319110989570618
60/9,0.24339275062084198
61/1,0.011515378020703793
61/4,0.027221927419304848
61/5,0.06970430910587311
61/7,0.01709144189953804
61/8,0.07850285619497299
62/0,0.013120005838572979
62/3,0.027795400470495224
62/5,0.029388437047600746
62/6,0.018196331337094307
62/7,0.026625940576195717
63/0,0.04662430286407471
63/1,0.014547601342201233
63/2,0.010806024074554443
63/3,0.1591368019580841
63/4,0.02934223972260952
64/0,0.013499639928340912
64/1,0.008651898242533207
64/7,0.024679359048604965
64/8,0.044860877096652985
64/9,0.13601520657539368
65/0,0.02922799624502659
65/2,0.029642576351761818
65/3,0.01507633924484253
65/8,0.03445983678102493
65/9,0.03347953408956528
66/1,0.029728656634688377
66/3,0.07451672106981277
66/6,0.9783182144165039
66/8,0.9262973070144653
66/9,0.6936505436897278
67/0,0.966829776763916
67/2,0.2821376323699951
67/4,0.3443218767642975
67/5,0.27177512645721436
67/9,0.02622578665614128
68/2,0.0833461657166481
68/3,0.222185418009758
68/4,0.10152654349803925
68/7,0.7922725677490234
68/8,0.710345983505249
69/1,0.9996552467346191
69/4,0.9966985583305359
69/5,0.8329054117202759
69/7,0.1260906159877777
69/9,0.6551584005355835
70/0,0.9962398409843445
70/1,0.983738124370575
70/2,0.922549843788147
70/3,0.9853812456130981
70/6,0.9939136505126953
71/0,0.9408232569694519
71/3,0.9991000890731812
71/4,0.14565572142601013
71/5,0.07078228890895844
71/6,0.96119225025177
72/0,0.8459657430648804
72/1,0.8864628672599792
72/4,0.8908064961433411
72/7,0.3724927306175232
72/8,0.0384945385158062
73/0,0.9573813676834106
73/1,0.9003232717514038
73/3,0.7761462926864624
73/5,0.6182080507278442
73/6,0.6263722777366638
73/7,0.13412070274353027
73/8,0.5891205072402954
73/9,0.062320005148649216
74/0,0.7023710608482361
74/1,0.04916837066411972
74/2,0.7723761200904846
74/3,0.9980067014694214
74/4,0.9826381802558899
74/6,0.982854962348938
74/7,0.9690790176391602
74/8,0.9292742013931274
75/0,0.9775228500366211
75/1,0.9984960556030273
75/2,0.7528069615364075
75/3,0.9718585014343262
75/4,0.989814281463623
76/1,0.9117182493209839
76/2,0.37737131118774414
76/3,0.987014651298523
76/4,0.9813820123672485
76/5,0.8757518529891968
76/8,0.6135360598564148
76/9,0.9092531204223633
77/0,0.8837240934371948
77/1,0.9631223678588867
77/4,0.22948911786079407
77/6,0.30877816677093506
77/8,0.19791026413440704
78/0,0.1946113109588623
78/2,0.7744275331497192
78/7,0.35286909341812134
78/8,0.874962329864502
78/9,0.910385012626648
79/1,0.06930017471313477
79/2,0.03810782730579376
79/5,0.04913369193673134
79/6,0.7179260849952698
79/7,0.3932143449783325
80/0,0.7455305457115173
80/1,0.08666463196277618
80/4,0.9762969017028809
80/8,0.02712789736688137
80/9,0.16655030846595764
81/1,0.2536151111125946
81/2,0.8690880537033081
81/4,0.5629682540893555
81/5,0.9809694290161133
81/6,0.9542018175125122
82/0,0.4650338292121887
82/3,0.03253740817308426
82/4,0.11856698989868164
82/5,0.2647031247615814
82/8,0.09429337084293365
83/3,0.13496148586273193
83/6,0.7451759576797485
83/7,0.022415632382035255
83/8,0.045009177178144455
83/9,0.13680192828178406
84/5,0.17832991480827332
84/6,0.20537523925304413
84/7,0.7679682970046997
84/8,0.9237974882125854
84/9,0.04372662305831909
85/0,0.05634572356939316
85/2,0.9865304231643677
85/3,0.03480641171336174
85/4,0.9261412620544434
85/5,0.10070959478616714
85/6,0.9908440709114075
85/7,0.9958205223083496
85/8,0.8496720194816589
85/9,0.8629382252693176
86/0,0.8270323872566223
86/1,0.5397530794143677
86/4,0.73289954662323
86/7,0.2554905116558075
86/9,0.10735857486724854
87/1,0.9763184785842896
87/2,0.05823424458503723
87/7,0.026940662413835526
87/8,0.8842401504516602
87/9,0.7471905946731567
88/0,0.933323085308075
88/1,0.10567136108875275
88/5,0.04099314287304878
88/6,0.07989789545536041
88/9,0.29637259244918823
89/1,0.06403135508298874
89/5,0.04012970253825188
89/6,0.04288017004728317
89/7,0.24955162405967712
89/8,0.14988283812999725
90/0,0.07673739641904831
90/1,0.08228058367967606
90/7,0.8832270503044128
90/8,0.9692438840866089
90/9,0.3182181715965271
91/0,0.35114586353302
91/1,0.9676761627197266
91/2,0.037697695195674896
91/3,0.10007701069116592
91/4,0.2364194393157959
92/1,0.09707478433847427
92/2,0.06578831374645233
92/3,0.2330637276172638
92/4,0.8157377243041992
92/5,0.06581301987171173
93/0,0.05917093902826309
93/2,0.891369640827179
93/3,0.9636913537979126
93/4,0.9995753169059753
93/5,0.9641982316970825
93/6,0.8443470001220703
93/8,0.9943156242370605
93/9,0.056984882801771164
94/0,0.9406994581222534
94/1,0.8134490847587585
94/3,0.9996441602706909
94/6,0.14552833139896393
94/9,0.13896544277668
95/0,0.6341143250465393
95/2,0.18308424949645996
95/4,0.1632550060749054
95/5,0.22227148711681366
95/8,0.2362927496433258
96/0,0.9742520451545715
96/1,0.4665720462799072
96/2,0.6671350598335266
96/4,0.973077118396759
96/5,0.1082538589835167
96/6,0.982016921043396
96/8,0.47978320717811584
96/9,0.44492942094802856
97/0,0.9120150804519653
97/2,0.8978368043899536
97/3,0.9654005765914917
97/4,0.9893549084663391
97/5,0.05252090096473694
97/6,0.8889334797859192
97/7,0.13276822865009308
97/9,0.8467386960983276
98/1,0.05855585262179375
98/3,0.9465881586074829
98/6,0.5788486003875732
98/7,0.12365949153900146
98/9,0.11992043256759644
99/3,0.9132458567619324
99/4,0.17852149903774261
99/5,0.23188737034797668
99/6,0.11563798040151596
99/7,0.3268358111381531
100/0,0.05006206035614014
100/4,0.9442535638809204
100/6,0.10740841925144196
100/7,0.034220874309539795
100/9,0.18373873829841614
101/3,0.21733172237873077
101/4,0.07961906492710114
101/5,0.07838858664035797
101/6,0.2545749545097351
101/8,0.7706162333488464
102/0,0.9081120491027832
102/1,0.428440660238266
102/5,0.09830942004919052
102/6,0.9811466336250305
102/7,0.8752764463424683
103/4,0.054779596626758575
103/6,0.016703978180885315
103/7,0.09352737665176392
103/8,0.04281387850642204
103/9,0.14854839444160461
104/1,0.09053013473749161
104/2,0.03479118272662163
104/4,0.4864635467529297
104/6,0.12695863842964172
104/9,0.0663493424654007
105/0,0.08939383924007416
105/2,0.7956656217575073
105/3,0.7293450236320496
105/5,0.15281102061271667
105/9,0.993391215801239
106/0,0.734955906867981
106/1,0.0766974613070488
106/5,0.04436396062374115
106/8,0.1298445165157318
106/9,0.9697116017341614
107/0,0.9938937425613403
107/1,0.11375166475772858
107/3,0.9134953618049622
107/7,0.0879414826631546
107/8,0.987187385559082
108/1,0.012858392670750618
108/2,0.7899274230003357
108/7,0.08927738666534424
108/8,0.06321724504232407
108/9,0.935694694519043
109/0,0.935694694519043
109/2,0.15069247782230377
109/3,0.12538854777812958
109/4,0.22141358256340027
109/9,0.32798105478286743
110/2,0.27154064178466797
110/5,0.9491642713546753
110/6,0.9959489107131958
110/7,0.8323334455490112
110/8,0.707822322845459
111/0,0.03527968004345894
111/3,0.9833810925483704
111/4,0.19184572994709015
111/5,0.4100319743156433
111/8,0.08727198094129562
112/0,0.12537287175655365
112/1,0.019446715712547302
112/2,0.1511499583721161
112/3,0.938673198223114
112/4,0.8821663856506348
112/5,0.9941608309745789
112/6,0.9550849795341492
112/7,0.6897401809692383
112/8,0.9175814390182495
113/0,0.8071192502975464
113/1,0.029097139835357666
113/2,0.9124460220336914
113/4,0.08399230986833572
113/5,0.8227075338363647
113/6,0.9360617399215698
113/7,0.8643115162849426
113/8,0.9983669519424438
113/9,0.06838490068912506
114/0,0.7080436944961548
114/1,0.7853308916091919
114/2,0.9139251708984375
114/3,0.9671875834465027
114/9,0.983141303062439
115/0,0.8306490182876587
115/1,0.8223028182983398
115/2,0.4640854001045227
115/3,0.0730481892824173
115/5,0.15021345019340515
116/0,0.16423124074935913
116/3,0.9739248156547546
116/4,0.9211941957473755
116/5,0.09419877827167511
116/6,0.9751490354537964
117/3,0.05980219691991806
117/4,0.02178281359374523
117/5,0.9966822862625122
117/6,0.9988769292831421
117/8,0.9740363359451294
118/0,0.99640291929245
118/1,0.9934953451156616
118/2,0.9996045231819153
118/4,0.9717022776603699
118/5,0.8964654803276062
118/6,0.9910140037536621
118/7,0.060088861733675
118/8,0.05570116639137268
118/9,0.011726310476660728
119/0,0.05376617982983589
119/4,0.08337976783514023
119/5,0.15967370569705963
119/6,0.8454578518867493
119/7,0.949443519115448
120/0,0.16829362511634827
120/1,0.16376551985740662
120/5,0.29604393243789673
120/7,0.9831148982048035
120/9,0.2337147295475006
121/0,0.6973176002502441
121/1,0.018821638077497482
121/2,0.13879266381263733
121/7,0.21723350882530212
121/9,0.47959956526756287
122/1,0.5324345827102661
122/2,0.9983604550361633
122/3,0.11405579745769501
122/4,0.7374601364135742
122/5,0.11739401519298553
122/6,0.49980491399765015
122/7,0.03468310832977295
122/8,0.9973968267440796
122/9,0.949105441570282
123/0,0.2791065275669098
123/2,0.036680761724710464
123/3,0.030416611582040787
123/5,0.23825962841510773
123/8,0.1819669008255005
124/0,0.3933890461921692
124/3,0.19806261360645294
124/5,0.06690362840890884
124/6,0.16979709267616272
124/8,0.047839850187301636
125/0,0.8784874677658081
125/5,0.9295914769172668
125/7,0.9386378526687622
125/8,0.9595452547073364
125/9,0.08085203915834427
126/0,0.18419042229652405
126/2,0.7003294825553894
126/3,0.6615370512008667
126/7,0.13402493298053741
126/8,0.3762561082839966
127/1,0.03578997403383255
127/2,0.07006096839904785
127/4,0.030897285789251328
127/5,0.9911484718322754
127/7,0.7481265068054199
128/1,0.12487350404262543
128/6,0.11974485218524933
128/7,0.3352723717689514
128/8,0.17788302898406982
128/9,0.9851258397102356
129/0,0.5668760538101196
129/1,0.9847389459609985
129/3,0.04238832741975784
129/7,0.9654695391654968
129/8,0.9346305131912231
130/0,0.993181049823761
130/1,0.9765741229057312
130/3,0.04192904382944107
130/4,0.05823880434036255
130/5,0.1854167878627777
130/6,0.9461389780044556
130/7,0.858863353729248
130/8,0.886123538017273
130/9,0.9528220295906067
131/0,0.08988732844591141
131/1,0.8199213743209839
131/2,0.17179274559020996
131/3,0.1146857738494873
131/6,0.019198600202798843
132/5,0.7354328036308289
132/6,0.9478249549865723
132/7,0.019178243353962898
132/8,0.06230772286653519
132/9,0.023219995200634003
133/0,0.3018905520439148
133/2,0.06327779591083527
133/4,0.5683283805847168
133/5,0.09811872243881226
133/8,0.13226084411144257
134/0,0.12192077934741974
134/1,0.8168696165084839
134/2,0.9986516833305359
134/7,0.05008118599653244
134/8,0.026129985228180885
135/0,0.06108264997601509
135/2,0.1861933469772339
135/3,0.826151967048645
135/4,0.6657159328460693
135/9,0.0038439775817096233
136/1,0.10763971507549286
136/3,0.0861535519361496
136/5,0.059501539915800095
136/6,0.17153598368167877
136/9,0.07006422430276871
137/0,0.07365673780441284
137/2,0.09643296897411346
137/5,0.14347851276397705
137/8,0.05027375742793083
137/9,0.0869559794664383
138/3,0.07325585186481476
138/5,0.06509055197238922
138/7,0.06662821769714355
138/8,0.25013378262519836
138/9,0.06471772491931915
139/0,0.12889543175697327
139/2,0.05377238988876343
139/5,0.09397334605455399
139/6,0.06195591762661934
139/8,0.08717603981494904
140/0,0.053484804928302765
140/2,0.08203786611557007
140/3,0.046121012419462204
140/4,0.06345909833908081
140/5,0.1804143488407135
141/0,0.06848590075969696
141/1,0.052529893815517426
141/6,0.1126318946480751
141/8,0.06204379349946976
141/9,0.5969204902648926
142/3,0.0959179550409317
142/4,0.1175975352525711
142/5,0.1422470360994339
142/7,0.07513348013162613
142/8,0.11560715734958649
143/4,0.081550233066082
143/5,0.5968920588493347
143/6,0.0788869559764862
143/7,0.08681870996952057
143/8,0.1004256159067154
144/3,0.12670636177062988
144/4,0.10411810874938965
144/5,0.1242818608880043
144/8,0.07134713977575302
144/9,0.0672692283987999
145/0,0.04804836958646774
145/2,0.05465371534228325
145/3,0.06894342601299286
145/4,0.12526506185531616
145/5,0.0869264155626297
146/1,0.14805468916893005
146/2,0.13568861782550812
146/3,0.17392942309379578
146/6,0.1998101770877838
146/7,0.0955667570233345
147/1,0.10840841382741928
147/4,0.10784943401813507
147/7,0.06810981035232544
147/8,0.04171565920114517
147/9,0.053987693041563034
148/1,0.08745071291923523
148/3,0.10336470603942871
148/4,0.09132541716098785
148/7,0.07917077839374542
148/9,0.11464409530162811
149/2,0.18445301055908203
149/5,0.09059611707925797
149/6,0.07811622321605682
149/7,0.10142885148525238
149/9,0.34347712993621826
150/1,0.09751816093921661
150/4,0.11765515804290771
150/6,0.17421740293502808
150/7,0.052590519189834595
150/9,0.1010003313422203
151/0,0.9768926501274109
151/1,0.04317425563931465
151/7,0.008439219556748867
151/8,0.027760246768593788
151/9,0.11082708835601807
152/1,0.6954327821731567
152/2,0.04236789792776108
152/4,0.06212855130434036
152/5,0.08029584586620331
152/8,0.17874281108379364
153/0,0.09034207463264465
153/2,0.8485930562019348
153/4,0.03925733268260956
153/7,0.06616244465112686
153/8,0.032580625265836716
154/2,0.9013188481330872
154/5,0.153385192155838
154/7,0.05304064601659775
154/8,0.14677846431732178
154/9,0.025163400918245316
155/1,0.023556210100650787
155/2,0.030399393290281296
155/3,0.02471744455397129
155/6,0.020666886121034622
155/8,0.26315680146217346
156/0,0.05199895426630974
156/1,0.9711076617240906
156/4,0.09616343677043915
156/6,0.031317126005887985
156/7,0.1493482142686844
157/0,0.5273476839065552
157/6,0.06523539125919342
157/7,0.6180136799812317
157/8,0.06959658861160278
157/9,0.10813244432210922
158/2,0.04722537100315094
158/3,0.9881908297538757
158/5,0.06398646533489227
158/8,0.9153720736503601
158/9,0.06508369743824005
159/0,0.9611943364143372
159/3,0.9719899892807007
159/4,0.08401285111904144
159/5,0.05768942832946777
159/6,0.04998374730348587
160/2,0.09443968534469604
160/4,0.01389081310480833
160/5,0.10037299245595932
160/7,0.9864934682846069
160/8,0.016092713922262192
161/1,0.041808366775512695
161/2,0.8595393896102905
161/3,0.08945517241954803
161/4,0.0897577702999115
161/9,0.07628272473812103
162/3,0.04853590205311775
162/4,0.19513645768165588
162/5,0.018278855830430984
162/6,0.9597760438919067
162/8,0.046564582735300064
163/0,0.045091189444065094
163/1,0.07151155918836594
163/2,0.04227100685238838
163/8,0.17435875535011292
163/9,0.06331770122051239
164/1,0.17768394947052002
164/2,0.08242543041706085
164/4,0.06813706457614899
164/5,0.05362572520971298
164/9,0.05290147662162781
165/1,0.9911378622055054
165/2,0.5938213467597961
165/5,0.04120108112692833
165/6,0.020878534764051437
165/7,0.12181667238473892
166/0,0.229132741689682
166/4,0.013998945243656635
166/6,0.02153308130800724
166/8,0.05357010290026665
166/9,0.13234813511371613
167/1,0.12741778790950775
167/5,0.14914152026176453
167/6,0.0676739290356636
167/7,0.9796139597892761
167/8,0.043590251356363297
168/0,0.41798925399780273
168/2,0.14621469378471375
168/5,0.08856676518917084
168/8,0.8796528577804565
168/9,0.964793860912323
169/0,0.07059668004512787
169/5,0.8465850949287415
169/6,0.0534728579223156
169/8,0.04392367601394653
169/9,0.17189481854438782
170/1,0.02281208336353302
170/2,0.032685525715351105
170/6,0.7432085871696472
170/7,0.1404089778661728
170/9,0.14286333322525024
171/0,0.10205630958080292
171/2,0.09829346090555191
171/3,0.821696937084198
171/8,0.9146785736083984
171/9,0.4117561876773834
172/0,0.99720698595047
172/2,0.7845566868782043
172/4,0.2600894570350647
172/8,0.056950658559799194
172/9,0.010441132821142673
173/0,0.098021000623703
173/3,0.04614722728729248
173/4,0.05721837282180786
173/5,0.9743369221687317
173/7,0.29236364364624023
174/2,0.17859318852424622
174/5,0.06363438069820404
174/6,0.9876696467399597
174/8,0.038197677582502365
174/9,0.07992752641439438
175/1,0.094178706407547
175/3,0.10356952995061874
175/5,0.09229809790849686
175/8,0.9176845550537109
175/9,0.04250284284353256
